INSTNM,Latitude,Longitude,ZIP,,,
Purdue University - Purdue Polytechnic Anderson,40.4278046,-86.9111405,46016,,,
Purdue University - Purdue Polytechnic Columbus,40.4278046,-86.9111405,47203,,,
Purdue University - Purdue Polytechnic Vincennes,38.677269,-87.5286325,47591,,,
Purdue University - Purdue Polytechnic Lafayette,40.4278046,-86.9111405,47903,,,
Bradley University,40.6977743,-89.6153484,61625-0001,,,
University of Mary Washington,38.3013039,-77.47447,22401-5300,,,
University of Missouri-Kansas City,39.0343551,-94.5834274,64110,,,
Washington State University-Spokane,47.6611654,-117.4038573,992000000,,,
Florida Center,28.4624145,-81.4562032,330000000,,,
University at Buffalo,43.0018111,-78.7895239,14260-1660,,,
Montana State University,45.6673524,-111.0546211,59717,,,
Westminster College,41.119859,-80.332286,84105,,,
City University of Seattle,47.6175471,-122.3444142,98121,,,
Galen College of Nursing-Cincinnati,39.2837879,-84.3658317,45241,,,
Appalachian State University,36.2135628,-81.6843218,28608,,,
LeTourneau University,32.4669557,-94.7276606,75602,,,
Gannon University,42.1275517,-80.0896332,16541-0001,,,
Queens University of Charlotte,35.188626,-80.8329724,28274-0001,,,
Trinity University,29.4618769,-98.4833382,78212-7200,,,
East Los Angeles College,34.0414348,-118.1501982,91754-6099,,,
Bates College,44.1057216,-70.2021865,4240,,,
University of Virginia-Main Campus,38.0335529,-78.5079772,22903-2628,,,
College of Mount Saint Vincent,40.9126286,-73.9028651,10471-1093,,,
Bridgewater State University,41.9888434,-70.9662576,2325,,,
Grand Valley State University,42.9641221,-85.8890404,49401-9403,,,
Pacific Union College,38.5698777,-122.4394834,94508-9707,,,
Bellarmine University,38.2184939,-85.7055271,40205-0671,,,
University of Saint Joseph,41.7819528,-72.7305002,6117,,,
University of Michigan-Dearborn,42.3176343,-83.2320299,48128-1491,,,
California State University-Sacramento,38.564761,-121.4276493,95819-2694,,,
Kalamazoo College,42.290035,-85.598145,49006-3295,,,
Southern Connecticut State University,41.3317662,-72.9483416,06515-1355,,,
Rochester Institute of Technology,43.0848487,-77.6715355,14623-5603,,,
Ursinus College,40.1939677,-75.4563232,19426-1000,,,
The Cooper Union for the Advancement of Science and Art,40.7280822,-73.9916086,10003-7120,,,
Kettering College - Ollie Davis Medical Arts and Education Center,39.6940047,-84.0842073,454000000,,,
University of New Hampshire at Manchester,42.9871109,-71.4686876,03101-1113,,,
Union Institute & University,44.2549165,-72.5682107,45206,,,
St. John's University-New York,40.7201737,-73.7978908,11439,,,
ITI Technical College,30.3698182,-91.0304859,70817,,,
Bryn Mawr College,40.0278802,-75.3144595,19010,,,
Biola University,33.9062611,-118.0155533,90639-0001,,,
Rollins College,28.5927153,-81.3485013,32789-4499,,,
Smith College,42.3162992,-72.6403095,1063,,,
Holy Family University,40.0609234,-74.9873319,19114-2009,,,
Alvernia University,40.3113978,-75.9316555,19607-1799,,,
Monmouth University,40.2802758,-74.0054114,07764-1898,,,
Concordia University-Wisconsin,43.2541994,-87.915531,53097-2402,,,
Pennsylvania State University-World Campus,40.8326932,-77.8415822,16802-1503,,,
Alliant International University-San Diego,32.8965218,-117.0944619,92131,,,
Stanbridge University,33.6788293,-117.857653,92612,,,
Nova Southeastern University,26.0786011,-80.2457075,33314-7796,,,
St. Joseph's College-Long Island,40.6905601,-73.9676972,11772,,,
Xavier University,39.1498065,-84.4740687,45207-1092,,,
Fitchburg State University,42.5899239,-71.7888684,01420-2697,,,
Saint Vincent College,40.2941827,-79.4000573,15650-2690,,,
Central Michigan University,43.5822124,-84.7762574,48859,,,
New Mexico Institute of Mining and Technology,34.065993,-106.905611,87801,,,
Art Center College of Design,34.1680011,-118.1844544,91103,,,
Saint Cloud State University,45.548639,-94.1515367,56301-4498,,,
Mount Holyoke College,42.255425,-72.5728843,01075-1489,,,
San Francisco State University,37.7241492,-122.4799405,94132,,,
California State University-Dominguez Hills,33.8624581,-118.2544108,90747-0005,,,
Mercer University,32.8284878,-83.6496991,31207,,,
Radford University,37.1382597,-80.5506161,24142,,,
Quinnipiac University,41.4189262,-72.8936493,6518,,,
Full Sail University,28.5965556,-81.3013461,32792-7429,,,
St Lukes Hospital School of Nursing,40.6090583,-75.3930662,18015,,,
San Jacinto Community College,29.6570633,-95.1136074,77505,,,
Whitman College,46.0708191,-118.3295895,99362,,,
Alliant International University-Sacramento,38.6133664,-121.5092831,95833,,,
Alliant International University-Irvine,33.7196357,-117.7981228,92606,,,
Alliant International University-San Francisco,37.8472756,-122.293348,94608,,,
Hartwick College,42.4586674,-75.0718461,13820-4020,,,
Canisius College,42.9237929,-78.8550954,14208-1098,,,
Dominican University New York,41.0479726,-73.9504541,10962-1210,,,
University of Oklahoma - Nellis Air Force Base,35.1987162,-97.4448963,89191-6506,,,
University of Oklahoma-Health Sciences Center,35.4796467,-97.5006758,73117-1221,,,
CUNY Queens College,40.736746,-73.8203195,11367,,,
Saint Anthony College of Nursing,42.3101212,-88.9920492,61114,,,
Los Angeles Center,34.0549076,-118.242643,900000000,,,
Sacramento Center,38.7211375,-77.1267225,958000000,,,
FIDM-Fashion Institute of Design & Merchandising,34.0441696,-118.2598489,90015-1421,,,
Luther College,43.3147914,-91.8052049,52101-1045,,,
Baker University School of Nursing,39.0537262,-95.6958229,666000000,,,
College of Our Lady of the Elms,42.14238,-72.6016765,1013,,,
Pratt Institute-Main,40.6913844,-73.9629858,11205,,,
Emerson College,42.3522266,-71.0658133,02116-4624,,,
University of Memphis,35.1187498,-89.9374928,38152,,,
University of Wisconsin-Milwaukee,43.078263,-87.8819686,53211,,,
William Paterson University of New Jersey,40.9476318,-74.1967795,7470,,,
West Virginia University,39.6480359,-79.9697147,26506,,,
Bon Secours St Mary's Hospital School of Medical Imaging,37.6468246,-77.4329945,23227,,,
Lewis & Clark College,45.450223,-122.670186,97219-7899,,,
Shippensburg University of Pennsylvania,40.0609352,-77.521684,17257-2299,,,
Indiana University of Pennsylvania-Main Campus,40.6143979,-79.1610224,15705-1098,,,
Saint Francis University,40.50382,-78.6376191,15940,,,
Portland State University,45.5111153,-122.6833385,97201,,,
Pennsylvania State University-Penn State Brandywine,41.2033216,-77.1945247,19063-5522,,,
Arizona State University Digital Immersion,33.4267153,-111.9292583,85257,,,
Metropolitan State University,44.9574512,-93.0745329,55106-5000,,,
Howard University,38.9226843,-77.0194377,20059,,,
Oberlin College,41.2958696,-82.221089,44074,,,
Messiah University,40.1576139,-76.9869025,17055,,,
Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,30.4479512,-91.1525727,70806,,,
Kutztown University of Pennsylvania,40.5100628,-75.783368,19530-0730,,,
Yeshiva University,40.8506041,-73.9297205,10033-3299,,,
Jefferson Regional School of Nursing,34.1884665,-92.0177129,71603,,,
Bloomsburg University of Pennsylvania,41.003698,-76.4549457,17815,,,
Georgetown University,38.9076089,-77.0722585,20057-0001,,,
University of Northern Iowa,42.5121517,-92.4646469,50614-0005,,,
Loyola Marymount University,33.9691953,-118.4188984,90045-2659,,,
Washington State University-Tri Cities,46.32944,-119.263174,994000000,,,
Viterbo University,43.8021218,-91.2451143,54601-8804,,,
Galen College of Nursing-Louisville,38.2815561,-85.4988796,40245,,,
Pennsylvania State University-Penn State DuBois,41.1210115,-78.7583257,15801-2549,,,
Pennsylvania State University-Penn State Fayette- Eberly,40.7982133,-77.8599084,15456-1025,,,
Pennsylvania State University-Penn State Lehigh Valley,41.2033216,-77.1945247,18034-8447,,,
Pennsylvania State University-Penn State Schuylkill,40.6409187,-76.1650314,17972-2202,,,
Pennsylvania State University-Penn State Altoona,40.5186809,-78.3947359,16601-3777,,,
Pennsylvania State University-Penn State York,39.9510771,-76.7043393,17403-3326,,,
Pennsylvania State University-Penn State Shenango,41.2352108,-80.5092001,16146-1537,,,
Pennsylvania State University-Penn State Wilkes-Barre,41.3055661,-76.0152433,18627-0217,,,
Rowan University,39.7099689,-75.1191932,8028,,,
Galen College of Nursing-Tampa Bay,27.8656287,-82.6479966,33716,,,
Albright College,40.363518,-75.9106812,19612-5234,,,
University of New Mexico-Main Campus,35.0843187,-106.6197812,87106,,,
University of Colorado Colorado Springs,38.8965518,-104.8048874,80918,,,
State University of New York at New Paltz,41.738562,-74.085197,12561-2443,,,
Cedar Crest College,40.5859377,-75.5196631,18104-6196,,,
Wittenberg University,39.9350689,-83.8139097,45504,,,
Nebraska Wesleyan University,40.838785,-96.6509439,68504-2794,,,
Connecticut College,41.3797568,-72.1043429,06320-4196,,,
Pennsylvania State University-Penn State Mont Alto,39.8407505,-77.543306,17237-9700,,,
San Diego State University-Imperial Valley Campus,32.6723402,-115.4923501,92231,,,
Hallmark Institute of Photography,42.5898439,-72.5299284,01376-0308,,,
Marymount University,38.9051975,-77.1277085,22207-4299,,,
Millersville University of Pennsylvania,39.9987943,-76.3527392,17551-0302,,,
Saint Vincent Seminary,40.2933666,-79.4010168,15650-2690,,,
University of Nebraska at Omaha,41.2580268,-96.010696,68182-0225,,,
Blessing Rieman College of Nursing and Health Sciences,39.9495723,-91.3576844,62305-7005,,,
Chapman University,33.7933203,-117.8520736,92866,,,
Waynesburg University,39.8993849,-80.1864577,15370-1257,,,
Barry University,25.8789241,-80.1981793,33161-6695,,,
Ocean Corporation,29.665482,-95.570291,77099,,,
California Institute of the Arts,34.3927552,-118.5673382,91355-2397,,,
Emmanuel College,42.3411223,-71.1027227,2115,,,
University of Missouri-St Louis,38.7092187,-90.3083223,63121-4400,,,
De Anza College,37.3192806,-122.0447919,95014,,,
The University of Texas at El Paso,31.7731979,-106.5047208,79968-0691,,,
Campbell University,35.408157,-78.7397718,27506,,,
Mayo Clinic College of Medicine and Science,44.0223789,-92.4668056,55905,,,
Southern Illinois University-Carbondale,37.7079717,-89.2229983,62901-4512,,,
University of Silicon Valley,37.4139545,-121.9407246,95134,,,
Walla Walla University,46.0464568,-118.3913911,99324-1198,,,
Doane University,40.622954,-96.950967,68333,,,
Point Loma Nazarene University,32.7177636,-117.2513541,92106-2899,,,
Vermont Technical College,43.938717,-72.604721,5061,,,
Tarleton State University,32.2160433,-98.215953,76401-0000,,,
Southern Illinois University-Edwardsville,38.7951375,-89.9996714,62026-1259,,,
Calvin University,42.9269528,-85.5889719,49546,,,
Capital University,39.9551049,-82.9375379,43209-2394,,,
University of Detroit Mercy,42.331427,-83.0457538,48221-3038,,,
New York School of Interior Design,40.7127753,-74.0059728,10021,,,
St. Francis College,40.6901136,-73.9865462,11201,,,
Hamilton College,43.0527984,-75.4059719,13323,,,
Walsh University,40.873658,-81.369656,44720-3396,,,
University of Houston-Clear Lake,29.5824608,-95.0989342,77058-1002,,,
Interior Designers Institute,33.6412833,-117.8657482,92660,,,
Cornell College,41.9262534,-91.4251153,52314-1098,,,
MCPHS University,42.3367556,-71.1012629,02115-5896,,,
Kansas State University,39.1974437,-96.5847249,66506,,,
Missouri State University-Springfield,37.2005546,-93.2806806,65897,,,
Winona State University,44.0473997,-91.6432837,55987-5838,,,
Felician University,40.8303949,-74.1119189,7644,,,
Washington Health System School of Nursing,40.1831171,-80.246246,15301,,,
Baldwin Wallace University,41.3711165,-81.8478088,44017-2088,,,
UPMC St. Margaret School of Nursing,40.4918527,-79.862904,15238-3250,,,
Mercy College of Health Sciences,41.5943774,-93.6262716,50309-1239,,,
Augustana University,43.5224294,-96.7393636,57197-0001,,,
Gordon College,42.5878052,-70.8238885,1984,,,
City College of San Francisco,37.72569,-122.4510797,94112-1898,,,
Plymouth State University,43.7615172,-71.6862529,03264-1595,,,
University of Florida-Online,29.6465428,-82.3533266,32611,,,
Madonna University,42.3857893,-83.4062995,48150-1176,,,
Pennsylvania State University-Penn State Scranton,41.408969,-75.6624122,18512-1602,,,
St Lawrence University,44.5892119,-75.1608814,13617,,,
Occidental College,34.12736,-118.2104777,90041-3392,,,
Montgomery College,38.9836703,-77.0215537,20850,,,
Franklin Pierce University,42.7789743,-72.0555393,03461-0060,,,
University of San Francisco,37.7765643,-122.4507187,94117-1080,,,
Bryan College of Health Sciences,40.7973273,-96.6490486,68506,,,
Columbia College,38.9570235,-92.326596,65216,,,
North Dakota State University-Main Campus,46.8977528,-96.8024367,58108-6050,,,
Susquehanna University,40.7970002,-76.8775569,17870-1025,,,
Manhattanville College,41.032163,-73.7157864,10577,,,
Arizona State University at Yuma,32.6926512,-114.6276916,854000000,,,
Arizona State University - Pima,32.057499,-111.6660725,857000000,,,
SUNY Oneonta,42.4692143,-75.0632511,13820-4015,,,
Wichita State University,37.7191442,-97.2899421,67260-0124,,,
Park University,39.191576,-94.6755573,64152-3795,,,
The International Culinary Center,40.7120627,-74.0151624,10013-2618,,,
Oklahoma State University-Main Campus,36.126572,-97.0734821,74078-1015,,,
University of Central Oklahoma,35.657506,-97.4709491,73034,,,
UPMC Shadyside School of Nursing,40.4597833,-79.9272708,15232,,,
Kean University,40.6801659,-74.23311,7083,,,
Russell Sage College,42.7273122,-73.6938767,12180,,,
Abilene Christian University,32.4700922,-99.7080103,79699,,,
Maryland Institute College of Art,39.3055718,-76.6205436,21217-4134,,,
Alliant International University-Fresno,36.7669453,-119.7216726,93727,,,
Aviation Institute of Maintenance-Orlando,28.6808213,-81.33461,32707,,,
Dordt University,43.0824829,-96.1663608,51250-1606,,,
Neumann University,39.8753223,-75.4408041,19014-1298,,,
College for Creative Studies,42.3612469,-83.0642299,48202,,,
University of Hartford,41.7984942,-72.7138039,06117-1599,,,
Concordia University-Saint Paul,44.9490802,-93.156483,55104-5494,,,
Ball State University,40.2024944,-85.4058241,47306,,,
Webster University,38.5893479,-90.3439695,63119-3194,,,
Trinity Christian College,41.6685006,-87.7829683,60463-0929,,,
Olivet Nazarene University,41.1545553,-87.8712192,60914-2271,,,
California State University-Stanislaus,37.525398,-120.8554591,95382-0299,,,
Westfield State University,42.1318254,-72.7941529,01086-1630,,,
Georgia College & State University,33.0804485,-83.2319298,31061,,,
Blue Hills Regional Technical School,42.1834634,-71.1033003,2021,,,
University of North Carolina at Greensboro,36.0689296,-79.8101976,27402-6170,,,
Good Samaritan College of Nursing and Health Science,39.140035,-84.5206726,45220-2489,,,
Harding University,35.2458698,-91.72456,72149-5615,,,
University of Evansville,37.9734113,-87.5321724,47722,,,
Framingham State University,42.298308,-71.4370588,01701-9101,,,
University of North Georgia,34.5277912,-83.9842645,30597,,,
Stevens Institute of Technology,40.7448203,-74.0256485,07030-5991,,,
The Chicago School of Professional Psychology at Los Angeles,34.0494851,-118.2570994,90017,,,
Stephen F Austin State University,31.6216141,-94.6466438,75961,,,
University of Akron Main Campus,41.0753688,-81.5123424,44325-2102,,,
Ashland University,40.8617571,-82.3231533,44805,,,
Trinity College of Nursing & Health Sciences,41.4850472,-90.5690055,61201-5317,,,
Colorado Technical University-Colorado Springs,38.8946973,-104.8561593,80907-3812,,,
University of Tulsa,36.1520526,-95.9460753,74104-3189,,,
Roberts Wesleyan University,43.1257047,-77.7985,14624,,,
University of Dallas,32.8449929,-96.9186842,75062-4736,,,
The College of Saint Scholastica,46.8163661,-92.1080999,55811-4199,,,
